CARNET,NOTA
199910180,11
200310734,0
200414130,11
200518388,0
200610687,0
200810527,19
200810607,15
200817548,26
200915840,11
200915959,11
200916027,0
201013515,26
201112197,0
201112266,23
201112289,0
201210566,19
201210820,8
201220341,0
201310626,19
201310666,11
201310695,19
201318175,26
