Carnet,Nota
200715598,12
200830845,-2
200915877,19
201210893,13
201310599,-1
201310709,18
201400549,17
201400553,-2
201400604,16
201400804,-2
201403099,-2
201407962,-2
201408320,8
201430945,-2
201503125,12
201503269,13
201513260,-2
201603334,14
201603380,21
201603392,18
201603473,20
201610840,20
201611030,17
