199910871,20
200722421,15
200916276,13
201210074,18
201220014,7
201220324,5
201310142,18
201310529,14
201310645,16
201315049,16
201318153,13
201321738,16
201321749,7
201321802,14
201322312,11
201330970,17
201345055,10
201400370,8
201400410,14
201400434,14
201400459,20
201400460,12
201400485,18
201400525,17
201400553,12
201400600,15
201400700,17
201400715,16
201407923,11
201407941,11
201407942,18
201407980,13
201407992,14
201408040,14
201408058,14
201408066,14
201408087,13
201408184,14
201408248,10
201411974,11
201415512,13
201480044,18
201501353,13
201502799,22
201502800,13
201502802,11
201502807,10
201502816,16
201502824,12
201502826,10
201502840,17
201502842,13
201502862,13
201502869,18
201502877,22
201502878,11
201502882,14
201502884,13
201502887,17
201502891,12
201502907,13
201502908,17
201502915,16
201502927,12
201502931,18
201502934,22
201502936,15
201502954,16
201502976,19
201502979,15
201502990,19
201502993,20
201503001,12
201503005,21
201503007,19
201503033,16
201503040,17
201503041,24
201503043,17
201503044,17
201503051,18
201503073,11
201503078,15
201503080,17
201503095,16
201503098,16
201503099,18
201503146,18
201503184,18
201503209,9
201503236,16
201503250,14
201503263,20
201503265,16
201503267,8
201503293,16
201503294,16
201503324,12
201503339,14
201513228,23
201513247,10
201513248,13
201513275,18
201513276,13
201513286,12
201513315,13
201513331,16
201513338,15
201513411,9
201513418,18
201513468,14
201513483,15
201513487,19
201513551,13
201513561,15
201516923,15
201580020,17
201580036,13
201580037,24
